id,Nombre Comercial,Clasificación,Categoría,Dirección,Dirección Web
14021,ISLA CAFE AL PASO,FUENTE DE SODA,TERCERA,AV. DEL BOMBERO S/N C.C. RIOCENTRO LOS CEIBOS ISLA KM. 6-7,
14022,ISLA CAFE AL PASO,FUENTE DE SODA,TERCERA,AV. 25 DE JULIO S/N C.C. RIOCENTRO SUR ISLA,
14023,RECEPCIONES LEON,SALA DE RECEPCIONES Y BANQUETES,SEGUNDA,JUAN AUQUI LT 2 Y GASPAR LEMA,
14024,BONANZA DAVID,RESTAURANTE,CUARTA / 1 TENEDOR,Av. Pichincha N4-343 y Almeida,
14025,COSTILLAS DE PACO LAS,RESTAURANTE,TERCERA,VELEZ #803 Y LORENZO DE GARAYCOA,
14026,MOTES AL PASO,RESTAURANTE,CUARTA / 1 TENEDOR,13 DE JUNIO N1325 y MISIÓN GEODÉSICA,
14027,LIVINGSTON,HOSTAL,SEGUNDA,"COOP. GUAYAQUIL, MZ. 20, SOLAR 18",
14028,MAL SANTIGUADO,DISCOTECA,PRIMERA / 3 COPAS,DIEGO DE ALMAGRO  1550 Y LA PRADERA,
14029,HOSTAL CARMITA,HOSTAL,1 Estrellas,SAN RAFAEL S/N CALLE PRINCIPAL,
14030,ISLA AZUL,HOSTAL,3 Estrellas,FRAGATA S/N FLOREANA,
14031,IDA MARIA,HOSTAL,3 Estrellas,Av. Quito 1261 Río Chimbo,www.clubhotelidamaria.com
14032,CORSARIO,TRANSPORTE MARITIMO Y FLUVIAL,LANC_PASAJE,PUERTO BAQUERIZO MORENO,
14033,LA ROMA DISCOTEK QUITO,DISCOTECA,PRIMERA / 3 COPAS,Condor Ñan OE1-48 y LLira Ñan,
14034,ALCALÁ,HOSTAL,2 ESTRELLAS,Cordero E5-48 Y Reina Victoria,
14035,KARIBÚ,BAR,PRIMERA / 3 COPAS,AV. DE LA PRENSA N44-92 y TELÉGRAFO PRIMERO,
14036,KARIBÚ,DISCOTECA,PRIMERA / 3 COPAS,av. de la prensa n44-92 Y telégrafo primero,
14037,KARIBÚ,RESTAURANTE,CUARTA / 1 TENEDOR,AV DE LA PRENSA N44-92 Y TELéGRAFO PRIMERO,
14038,KAPITAL V.I.P,BAR,TERCERA / 1 COPA,AV. DE LA PRENSA N50-151 Y RÍO ARAJUNO,
14039,KARIBÚ,DISCOTECA,PRIMERA / 3 COPAS,TELéGRAFO PRIMERO OE2-59 y AV. DE LA PRENSA,
14040,KARIBÚ,BAR,PRIMERA / 3 COPAS,TELéGRAFO PRIMERO OE2-59 y AV. DE LA PRENSA,
14041,PAQUITA 1,RESTAURANTE,CUARTA,AV. 7 DE OCTUBRE 1118 Y DECIMA PRIMERA ,
14042,BIG BITE,RESTAURANTE,SEGUNDA / 3 TENEDORES,av. colón E6-12 y rábida,
14043,CAFÉ AMERICANO,BAR,PRIMERA / 3 COPAS,COSME OSORIO OE5-383 Y LUIS MINACHO,
14044,LA FLORESTA,HOTEL,3 Estrellas,MONTALVO ESQUINA HALFLANS,www.laflorestahotel.com
14045,DELI HELADERIA,FUENTE DE SODA,SEGUNDA,AV. REAL AUDIENCIA N57-175 Y NICOLAS JOAQUIN DE ARTETA,
14046,DE RUBI,HOSTAL,1 ESTRELLAS,S13A LOTE 11 Y Juan Camacaro,
14047,MICHELADAS TO GO,RESTAURANTE,CUARTA / 1 TENEDOR,FRANCISCO DE ORELLANA s/n y carlos andrade marín,
14048,EL GOURMET BRASA Y PARRILLA,RESTAURANTE,SEGUNDA / 3 TENEDORES,AV. 10 DE AGOSTO N22-161 Y GUSTAVO DARQUEA,
14049,RESTAURANTE EL RINCÓN DE COYOACÁN,RESTAURANTE,SEGUNDA / 3 TENEDORES,PORTUGAL E11-37 Y CATALINA ALDAZ,
14050,CASSAVE,CAFETERÍA,PRIMERA / 1 TAZA,AVENIDA DE LOS SHYRIS N33-164 y REPÚBLICA DEL SALVADOR,
14051,SACHAYACU,RESTAURANTE,TERCERA,VIA PAPALLACTA--QUITO SECTOR EL TAMBO A 700M DE LA ENTRADA PASEO EL CONDOR ,
14052,PANADERIA Y PASTELERIA LA UNION,CAFETERÍA,SEGUNDA,Rodrigo de Chavez 371 y Francisco Gomez,
14053,PANADERÍA Y PASTELERÍA LA UNIÓN,RESTAURANTE,SEGUNDA / 3 TENEDORES,Reina Victoria  N25-30 Y Av. Cristobal Colón,
14054,PANADERÍA Y PASTELERÍA LA UNIÓN,RESTAURANTE,CUARTA / 1 TENEDOR,Tomás de Berlanga E4-120 y Av. Amazonas,www.panaderiaypastelerialaunion.com
14055,PANADERÍA Y PASTELERÍA LA UNIÓN,RESTAURANTE,SEGUNDA / 3 TENEDORES,VICENTE CÁRDENAS S/N Y AV AMAZONAS,
14056,PANADERÍA Y PASTELERÍA LA UNIÓN,RESTAURANTE,SEGUNDA / 3 TENEDORES,av. pedro vicente maldonado s10-194 Y CALVAS (C.C EL RECREO),
14057,BIO HOSTAL MINDO CLOUD FOREST,HOSTAL,SEGUNDA,9 DE OCTUBRE Y LOS COLIBRIES,www.mindobiohostal.com
14058,BIO HOSTAL -MINDO- CLOUD FOREST ,HOSTAL,1 Estrellas,Av. 9 de Octubre  S/N Calle Lluvia de Oro,www.biohostal.com
14059,LA COCINA QUITEÑA,RESTAURANTE,CUARTA / 1 TENEDOR,Pedro Fermín Cevallos N9-58 y Oriente,
14060,LA DELICIA COLOMBIANA,RESTAURANTE,CUARTA / 1 TENEDOR,10 de Agosto N14-51 y Checa,
14061,CORMORANT BEACH HOUSE,HOSTAL,3 Estrellas,AV. ANTONIO GIL SN PINGUINOS,
14062,CABAÑAS Y RESTAURANT EL MANGLAR,HOSTAL,1 Estrellas,MALECON S/N S/N,
14063,AJO MACHO,RESTAURANTE,TERCERA / 2 TENEDORES,Tomas de Berlanga E5-52 e Isla San Cristobal,
14064,SWEET & CREAM COFFEE,CAFETERÍA,TERCERA,AVENIDA CARLOS ESPINOZA LARREA JUNTO A SUPERMAXI,
14065,CEVICHERIA MANABITA DE DOÑA CECY,RESTAURANTE,CUARTA / 1 TENEDOR,Av. Interoceanica E1-94 Salinas,
14066,BIGOTÉ,CAFETERÍA,CUARTA,Av. Interoceanica  S/N y Robles,
14067,GRAN BIZCOCHO EL,FUENTE DE SODA,TERCERA,VICTOR CARTAGENA L-1 Y 24 DE MAYO,
14068,7 MARES,RESTAURANTE,TERCERA,PARQUE DEL MARISCO TARQUI,
14069,LA MINGA,HOSTAL,1 Estrellas,GUAYAMAS SN SALINERITO,
14070,HOTEL RC TONSUPA,HOTEL,2 Estrellas,torino S/N sector mira mar,
14071,CHIFA SHUANG XI,RESTAURANTE,TERCERA,GARCÍA MORENO Y OLMEDO,
14072,YUAN,RESTAURANTE,CUARTA,LUQUE 1007 Y SEIS DE MARZO,
14073,CHIFA PACIFICO,RESTAURANTE,(3) Tres tenedores,GENERAL BARONA S/N ABDÓN CALDERÓN,
14074,LA MISION,HOTEL,3 Estrellas,PADRE CAMILO DEL TORRANO S/N CAMILO TORRANO,
14075,CHIFA LA ROSA,RESTAURANTE,TERCERA,C J-10 Y J-5 JOCAY,
14076,TAQUERIA LA MICHOACANA,FUENTE DE SODA,TERCERA,ELLIA LIUT OE3-180 Y BRASIL,
14077,TAQUERÍA LA MICHOACANA,RESTAURANTE,TERCERA / 2 TENEDORES,ELIA LIUT OE3-180 Y Av. Brasil,www.taquerialamichoacana.com.ec
14078,ARABITO EL,RESTAURANTE,TERCERA,AV. RIO MULAUTE Y AV. QUITO,
14079,SUPERSURTIDO,FUENTE DE SODA,TERCERA,PANAMERICANA NORTE KM 24 Y PACIFICO PROAÑO,
14080,BARCA MARISQUERIA,RESTAURANTE,CUARTA,AV. 17 DE JULIO Y AV JAIME ROLDOS,
14081,LA BARCA RESTAURANTE MARISQUERIA,RESTAURANTE,(1) Un tenedor,Av. 17 de Julio S/N Jaime Roldos,
14082,HOSTAL IAN,HOSTAL,1 ESTRELLAS,S47D S/N y GEOVANY BENíTEZ,
14083,WILSON INN,HOSTAL,1 Estrellas,MENDIBURO 206 GENERAL CORDOVA,
14084,FRAGATA LA,RESTAURANTE,TERCERA,MALECON 1405 Y AGUIRRE,
14085,LUPITA KATHERINE,RESTAURANTE,CUARTA,GARCIA MORENO #1912 Y PEDRO PABLO GOMEZ,
14086,PARADA LA ,RESTAURANTE,CUARTA,VIRGILIO CORRAL 14 Y CESAR LEON,
14087,PARAÍSO DEL NORTE,HOSTAL,2 ESTRELLAS,AGUSTÍN GUERRERO LT 1 Y MONTE OLIVO,
14088,LA CASCADA DE LA VÍA,RESTAURANTE,CUARTA / 1 TENEDOR,VíA A QUITO S/N e INGRESO A NANEGAL,
14089,LA CASCADA DE LA VÍA,HOTEL,2 ESTRELLAS,vía a quito s/n e ingreso a Nanegal,
14090,DEL RIVER,HOTEL,2 Estrellas,Av Luis Cordero S/N General Enriquez,www.hoteldelriver.com
14091,DELICIAS DE CHABI,RESTAURANTE,TERCERA,"HIPOLITO GONZALEZ S/N Y AMAZONAS,  EDIF.  HOTEL DELICIAS,  OFIC.  PB",
14092,TRADICIONAL HOME RESTAURANTE,RESTAURANTE,SEGUNDA / 3 TENEDORES,LA NIÑA E4-438 Y AV. AMAZONAS,
14093,AQUELARRE,RESTAURANTE,PRIMERA,EL CARMEN KM 14 VIA A BALTRA,
14094,QUINTA PARAÍSO,HOSTERÍA,4 ESTRELLAS,González Suárez E8-214 y La Paz,
14095,HOSTAL ATOCHA 4,HOSTAL,1 ESTRELLAS,AV. MARISCAL SUCRE N70-15 Y MACHALA,
14096,ONE,BAR,PRIMERA,ED. TORRE DEL SOL L. C. 1.,
14097,ONE,RESTAURANTE,PRIMERA,ED.TORRE DEL SOL L.C 1,
14098,LA PETITE MARISCAL,RESTAURANTE,SEGUNDA / 3 TENEDORES,Diego de Almagro N24-304 y Juan Rodríguez,www.lapetitemariscal.com
14099,PARRILLADAS CHE LUIS No 2,RESTAURANTE,TERCERA,VIA CALACALI - LA INDEPENDENCIA 625 - MARGEN IZQUIERDO,
14100,ROUSE'S ,DISCOTECA,(1) Una copa,UNIDAD NACIONAL s/n JUAN MONTALVO,
14101,HOSTAL ALMAGRO,HOSTAL,2 ESTRELLAS,Joaquín Pinto 185 y Diego de Almagro,
14102,LA ESQUINA DE ALES,RESTAURANTE,TERCERA / 2 TENEDORES,13 de junio N2-375 MUSEO SOLAR,
14103,TIPICO DE VOS,RESTAURANTE,SEGUNDA / 3 TENEDORES,JERóNIMO CARRIóN E4-178 y JUAN LEóN MERA,
14104,REENCUENTROS VLADIMIR,BAR,TERCERA / 1 COPA,AV. NAPO S7-316 Y SANGAY,
14105,LABAKERY,RESTAURANTE,CUARTA / 1 TENEDOR,FRANCISCO DE ORELLANA  S1-29 y ELOY ALFARO,
14106,CAÑAS Y MONTADITOS,FUENTE DE SODA,PRIMERA,AV. DOCE DE OCTUBRE N22-47 Y GRAL. IGNACIO DE VEINTIMILLA,
14107,DELI MONTADITOS,CAFETERÍA,SEGUNDA,GRAL. IGNACIO DE VEINTIMILLA S/N Y TAMAYO,
14108,HOSTAL DON JUAN,HOSTAL,1 ESTRELLAS,OE2R S24-268 Y CUSUBAMBA,
14109,KARIOKING,RESTAURANTE,TERCERA,AV. GENERAL ENRIQUEZ 4035 E ILALO,
14110,ONDA BACILE,DISCOTECA,SEGUNDA / 2 COPAS,Veintimilla E4-190 y Amazonas,
14111,ROUS MERY,HOSTAL,1 Estrellas,EL ORO S/N NAPO,
14112,NALD CHICKEN,RESTAURANTE,(1) Un tenedor,Av. Amazonas 2-62 Luis Cordero,
14113,LEONA DE MINDO LA,RESTAURANTE,TERCERA,AV. QUITO N°52 Y PARQUE CENTRAL,
14114,LOS SECOS DE LA ROCA,RESTAURANTE,SEGUNDA / 3 TENEDORES,Vicente RamÓn Roca N21-10 y Amazonas,
14115,MERCEDES,RESTAURANTE,TERCERA,LUIS A. MARTINEZ Y SEBASTIAN BAÑO,
14116,D'PASO LUNCH,RESTAURANTE,SEGUNDA / 3 TENEDORES,JERONIMO CARRIÓN 219 Y TAMAYO,
14117,GREEN COFFEE/CAFÉ Y COCINA FUSIÓN,CAFETERÍA,SEGUNDA,tomás de berlanga  e7-01 e isla fernandina,
14118,TAITA PENDEJADAS,CAFETERÍA,SEGUNDA,JUAN DE DIOS MORALES OE3-84 y Venezuela,
14119,SAL SI PUEDES CLUB BAR DISCOTEK,DISCOTECA,PRIMERA / 3 COPAS,DIEGO DE VáSQUEZ OE4-193 Y REAL AUDIENCIA,
14120,LA CHOZA,RESTAURANTE,(2) Dos tenedores,,
14121,VILLA ELBA,HOSTAL,1 ESTRELLAS,Av. 6 de Diciembre N45-14 y de los tulipanes,
14122,RESTAURANT LULY`S,RESTAURANTE,TERCERA,PANAMERICANA SUR KM 28 S/N,
14123,LA SANTA,RESTAURANTE,SEGUNDA / 3 TENEDORES,ISABEL LA CATÓLICA N24-561 Y FRANCISCO SALAZAR,
14124,D`MARY,HOSTAL,1 Estrellas,CAMILO EGAS 3 CALLE 4,
14125,CASA LATINA ,HOSTAL,SEGUNDA,"B/UMIÑA, AVDA. FLAVIO REYES Y CALLE 26",www.hostalcasalatina.amawebs.com
14126,PHIN POLLO SIEMPRE MAS,RESTAURANTE,CUARTA,CALLE ELOY ALFARO No.213 y 13 DE JULIO,
14127,SAN PEDRO DE CAYAMBE,HOSTAL,1 Estrellas,Rocafuerte S7-67 Av. Cordova Galarza,
14128,FONTANA HELADERIA ,FUENTE DE SODA,SEGUNDA,AV. LUIS CORDERO C.C. RIVER MALL ,
14129,FONTANA HELADERIA (6 DE DICIEMBRE) ,FUENTE DE SODA,SEGUNDA,AV DE LOS GRANADOS S/N Y 6 DE DICIEMBRE ,
14130,DELICIAS MANABITAS,RESTAURANTE,CUARTA / 1 TENEDOR,Mideros OE8-48 e Imbabura,
14131,DELICIAS MANABITAS,RESTAURANTE,SEGUNDA / 3 TENEDORES,Simón Bolivar OE6-123 Cuenca,
14132,HOSTERIA CASA DE PIEDRA,HOSTERÍA,3 Estrellas,JULIO GOETCHE S/N CALLE A,
14133,COMPLEJO TURISTICO VARADERO,TERMAS Y BALNEARIOS,SEGUNDA,VIA A LAS MERCEDES KM 3 MARGEN DERECHO,
14134,HOSTAL CAPELO,HOSTAL,1 Estrellas,Las Araucarias sn Arupos,
14135,THE HERITAGE INN,HOSTAL,2 ESTRELLAS,Jose Tamayo  N24-48  y Wilson,
14136,MOKA COFFEE HOUSE,CAFETERÍA,TERCERA,ROCAFUERTE 13-57 E/ BOLÍVAR Y BERNARDO VALDIVIESO,
14137,SIERRALUNA,HOSTAL,2 Estrellas,Calle Quito  179 Pasaje Sangolqui ,www.hostalsierraluna.com
14138,SIERRALUNA CAYAMBE,HOSTAL,1 Estrellas,AV. CORDOVA GALARZA S/N RESTAURACION,
14139,SIERRALUNA,HOSTAL,1 ESTRELLAS,Mariscal Sucre S13-05 y Juan Camacaro,
14140,LA TOKATA,DISCOTECA,SEGUNDA / 2 COPAS,eloy alfaro 2821 y pasaje sin nombre,
14141,LA MACADAMIA COCINAMOS CON AMOR,RESTAURANTE,SEGUNDA / 3 TENEDORES,JOSE ARIZAGA E3-37 y JORGE DROM,
14142,LAS DELICIAS DE CHALTURA,RESTAURANTE,(1) Un tenedor,calle Pablo Rivera s/n Calle Gonzalo Guerrero,
14143,OBSESION,DISCOTECA,SEGUNDA,23 AGOSTO Y CALLEJON,
14144,JUGOS NATURALES ANGEL MIKAEL,FUENTE DE SODA,TERCERA,ROCAFUERTE E1-122 Y PAREDES,
14145,LA BOULANGERIE PASTELERIA ARTESANAL UNA HISTORIA DE AMOR,CAFETERÍA,TERCERA,Av. Maldonado S11-176 S/N,
14146,CABAÑAS SUCHI PAKARI,HOSTERÍA,3 Estrellas,PRINCIPAL S/N SECUNDARIA,
14147,PICANTERÍA DIEGUITO,RESTAURANTE,TERCERA / 2 TENEDORES,Oswaldo Guayasamín LOTE 3 y Calle C,
14148,CASCADA LA,SALA DE RECEPCIONES Y BANQUETES,SEGUNDA,AV. IGNACIO NEIRA Y G. ENRIQUEZ,
14149,PUERTO BAJAÑA ,RESTAURANTE,CUARTA,"COOP. NUEVA BUENA FE, CALLE PRINCIPAL, ( SECTOR LA DOLOROSA ) CABAÑA DEL RIO ",
14150,CASITAGUA,RESTAURANTE,CUARTA / 1 TENEDOR,Gabriel Garcia Moreno S1-45 Abdon Calderon,
14151,TRES RÍOS JUNGLE LODGE,HOSTERÍA,3 Estrellas,VÍA AHUANO S/N SN,www.tresriosjunglelodge.com
14152,PUERTA DE ORO,HOSTAL,TERCERA,4 DE DICIEMBRE Y ELOY ALFARO,
14153,VOCES,BAR,TERCERA,GRAL. ENRIQUEZ 2743 Y PORTOVIEJO ,
14154,DULCE PLACER ESPE,FUENTE DE SODA,SEGUNDA,AV. GUAYAS LOTE 17 Y NACIONES UNIDAS,
14155,HOJAS 1,HOSTAL,1 ESTRELLAS,JUAN LARREA N14-21 Y CHECA,
14156,"BAMRUA INTERNACIONAL, SERVICIO DE HOSPEDAJE Y ALIMENTACION",HOTEL,2 Estrellas,VIA PRINCIPAL SN S/N,
14157,SBARRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Pasaje A S/N y Vía Interoceánica,
14158,PUERTO AEREO NO 2,HOSTAL,2 ESTRELLAS,Juan Holguin Oe 2-61 y Av. De la Prensa,
14159,PUERTO AÉREO,HOSTAL,2 ESTRELLAS,Av. Luis Tufiño OE2-127 y MANUEL Calisto,
14160,EMPANADAS SABOR VENEZOLANO,CAFETERÍA,PRIMERA / 1 TAZA,VENEZUELA N9-82  Y ORIENTE,
14161,TAITA ROCK,BAR,SEGUNDA / 2 COPAS,Av. Francisco de Orellana E9-38 y Pinzón,
14162,MI GARAJE ES UNA TAQUERÍA,RESTAURANTE,SEGUNDA / 3 TENEDORES,REINA VICTORIA N24-359 Y LUIS CORDERO,
14163,CHORI GOL,RESTAURANTE,SEGUNDA / 3 TENEDORES,AV. DE LOS SHYRIS N34-298 Y HOLANDA,www.chorigol.com
14164,ELICIO´S,HOTEL,2 Estrellas,CALLE 27 MZ 134 SN CALLE 8,www.hotelelicios.com.ec
14165,SANTA MARÍA GRACIA,HOSTAL,2 ESTRELLAS,Juan de Velasco N26-10 y Santa María,www.hostalsantamariagracia.com
14166,GONG,BAR,(2) Dos copas,Avda. Atahualpa 17-102 Calle Ricardo Sánchez,
14167,PALMIRA,HOSTERÍA,SEGUNDA,SECTOR LA PLAYA PANAMERICANA NORTE,
14168,RESTAURANTE EL MOLINO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Chile  OE1-50 y Flores,
14169,JOHANNA,RESTAURANTE,SEGUNDA / 3 TENEDORES,Francisco de Robles E4-18 y 9 de Octubre,
14170,EL DESCANSO DE DIOS CASA BLANCA,HOSTAL,1 Estrellas,CARLOS ROSERO MANZANA 7 MALECON DE LA PLAYA,
14171,GUANGO LODGE,LODGE,3 Estrellas,via a papallacta sn sn,
14172,CABANAS SAN ISIDRO,HOSTERÍA,3 Estrellas,VIA COSANGA-CAUCHERAS KM 3 SN SN,
14173,KARAOKE CRAZY LOVE,BAR,TERCERA,CALLE 13 AV 20,
14174,EL JARDIN DEL DESCANSO,CASA DE HUÉSPEDES,Categoría única,Los Colibris S/N Lluvia de oro,
14175,CALIPSO,TRANSPORTE MARITIMO Y FLUVIAL,YATES_PASAJ,Av. Quito esquina y Tnte. Hugo Herrera. ,www.calipsodive.com
14176,TURI GRILL,RESTAURANTE,(1) Un tenedor,Oriente s/n 12 de noviembre,
14177,ISRAEL,RESTAURANTE,TERCERA,LOS RIOS 4410 Y CHAVEZ FRANCO,
14178,D' VICTOR´S PIZZERIA COLONIAL,FUENTE DE SODA,TERCERA,GARCIA MORENO N4-47 Y CHILE,
14179,SAN SEBASTIAN,TERMAS Y BALNEARIOS,SEGUNDA,VIA CALACALI - LA INDEPENDENCIA KM 96,
14180,JERRY'S MARKET,CAFETERÍA,PRIMERA / 1 TAZA,mariscal Foch E9-76 y Luis Tamayo,
14181,FRITADAS ROSITA,RESTAURANTE,SEGUNDA,CALLE VICTOR CARTAGENA N5-13 Y 24 DE MAYO,
14182,EL PAISANO,HOSTAL,1 Estrellas,GUILLERMO RIVADENEYRA S/N TANDALIA,
14183,PARADERO SAN MARCOS,RESTAURANTE,TERCERA,AV.NATALIA JARRIN No.54-78 Y CHILE,
14184,YUYIS COFFEE MARKET,CAFETERÍA,PRIMERA / 1 TAZA,REINA VICTORIA N19-32 Y AV. PATRIA,
14185,RANCHO LUNA,RESTAURANTE,TERCERA / 2 TENEDORES,AV. AMAZONAS S/N Y UNIÓN NACIONAL DE PERIODISTAS,
14186,PARQUE TURÍSTICO ZOOLÓGICO EL ARCA,RESTAURANTE,TERCERA,LA Y DE COTUNDO A 6KM DE ARCHIDONA,
14187,HELADERÍA RAZÚ,FUENTE DE SODA,SEGUNDA,LADRÓN DE GUEVARA E14-174 Y MADRID,
14188,HELADERÍA RAZÚ,CAFETERÍA,PRIMERA / 1 TAZA,LADRÓN DE GUEVARA E14-174 Y MADRID,
14189,LA TRADICIÓN PIZZERÍA RESTAURANTE,RESTAURANTE,SEGUNDA / 3 TENEDORES,GONZALO PIZARRO OE1-59 y OSWALDO GUAYASAMÍN,
14190,SMOKING DOGS,BAR,PRIMERA / 3 COPAS,GONZALO PIZARRO OE1-59 y OSWALDO GUAYASAMíN,
14191,MESSIE SANDUCHES,RESTAURANTE,TERCERA,AV. GENERAL RUMIÑAHUI Y SAN CRISTOBAL,
14192,ZOILO´S CAFETERIA,CAFETERÍA,TERCERA,GARCIA MORENO 859 Y ESPEJO,
14193,HOSTERIA GARCETA SOL,HOSTERÍA,3 Estrellas,"Cooperativa Nambillo, 3 1/2 Km S/N Via al Cinto",
14194,CAFETERÍA ARTESANAL AS,CAFETERÍA,PRIMERA / 1 TAZA,S1C MORALES OE3-75 Y OE4 VENEZUELA,
14195,DAVID,HOTEL,2 ESTRELLAS,jose Marti E4-53 y Av. Gran Colombia,
14196,PARADERO LAS VEGAS,RESTAURANTE,CUARTA,AV DE LOS SHYRIS S/N Y ENRIQUE TELLO,
14197,LOS HOT DOGS DE LA GONZÁLEZ SUÁREZ,FUENTE DE SODA,TERCERA,MARÍA ANGÉLICA IDROBO OE4-324 y DIEGO DE ROBLES,
14198,LOS ARMADILLOS,RESTAURANTE,TERCERA / 2 TENEDORES,Km 44 Vía Calacalí SN Y SN,
14199,FRUTOTECA,FUENTE DE SODA,SEGUNDA,ISLA SANTA CLARA S/N Y AV. GENERAL RUMIÑAHUI,
14200,PETITE MAISON,HOSTAL,2 ESTRELLAS,Tamayo N21-255 Y JERONIMO CARRION,
14201,EDEN,HOSTAL,1 Estrellas,Vicente Aguirre 075 Montufar,
14202,KIKA UIO,DISCOTECA,SEGUNDA / 2 COPAS,JapÓn E5-69 Y Av. Amazonas,
14203,BOCCATEL PIZZA,FUENTE DE SODA,SEGUNDA,"CDLA. SAUCES VIII, MZ. 454 F12, VILLA 10.",
14204,HOTEL REY AMAZONICO,HOTEL,2 Estrellas,VIA QUITO  Km 3 1/2 s/n,
14205,LAS SALCHIS DE ANDALUCÍA,RESTAURANTE,CUARTA / 1 TENEDOR,gonzalo gallo oe7-192 y jorge piedra,
14206,VIVIAN DE LA IBARRA,HOSTAL,1 ESTRELLAS,OE9J  1257 Calle S41,
14207,SISAKUNA LODGE,HOSTERÍA,3 Estrellas,Cesar Garzón Thomas s/n Av. Quito,www.sisakunalodge.com
14208,SAN DUCHE SANTO REMEDIO AL HAMBRE,FUENTE DE SODA,TERCERA,AV. DE LOS SHYRIS N34-306 Y HOLANDA,
14209,SAN DUCHE SANTO REMEDIO AL HAMBRE,CAFETERÍA,PRIMERA / 1 TAZA,Av. De los Shyris N34-306  y Holanda,
14210,TUTTO FREDDO,CAFETERÍA,(1) Una tazas,AV DE LAS AMERICAS S/N NICOLAS ROCHA,
14211,DGUS TC,RESTAURANTE,TERCERA / 2 TENEDORES,Thomas de Berlanga 517 y Av De Los Shyris,
14212,ALITAS D´L CADILLAC,RESTAURANTE,TERCERA / 2 TENEDORES,REPÚBLICA DE EL SALVADOR N35-104 Y PORTUGAL,
14213,TACOS Y SHAWARMAS ROOSWILL,RESTAURANTE,TERCERA / 2 TENEDORES,JOSÉ MARÍA ALEMÁN s/n Y SALVADOR BRAVO,
14214,EL PLACER DE LOS VALLES DE LOS CHILLOS,HOSTAL,1 ESTRELLAS,Pastaza e7-174 Y Jacinto Jijón,
14215,ROSARITO N° 2,RESTAURANTE,CUARTA / 1 TENEDOR,Av. Simon Bolivar S1-125 y Chimborazo,
14216,REGIO CAFÉ,CAFETERÍA,SEGUNDA,Olmedo OE1-46 y Montufar,
14217,DELI`S POLLO CUMBAYÁ,RESTAURANTE,CUARTA / 1 TENEDOR,María Angélica Hidrovo E 1-31 y Chimborazo,
14218,DELI CLUB (ALMAGRO),FUENTE DE SODA,TERCERA,DIEGO DE ALMAGRO 3180 Y ALPALLANA. EDF VENECIA,
14219,PIZZERÍA Y PARRILLADAS EL LEÑADOR,RESTAURANTE,TERCERA / 2 TENEDORES,Equinoccial E3-151 y De Los Hemisferios,www.pizzaleñador.com
14220,CARDAMOMO MARKET RESTAURANTE,RESTAURANTE,SEGUNDA / 3 TENEDORES,AV 12 DE OCTUBRE  N25-18 Y LA CORUÑA,
14221,LA PAELLA VALENCIANA,RESTAURANTE,PRIMERA / 4 TENEDORES,Alpallana E7-294 Av. Diego de Almagro,
14222,OUI QUIERO CREPES,FUENTE DE SODA,SEGUNDA,AV. MALDONADO S11-122 Y S/N,
14223,PALENQUE ANTOJITOS MEXICANOS EL,RESTAURANTE,TERCERA,AV. GENERAL RUMIÑAHUI - FRENTE A LA ESPE,
14224,BOM BOCADO CHURRASCARIA,RESTAURANTE,TERCERA,AV. RUMIÑAHUI 06-22 Y AV. LOS SHYRIS,
14225,HOSTAL MONASTEL,HOSTAL,1 ESTRELLAS,BONIFAZ CUMBA N60-91 Y NÁGOLA,
14226,CHUNG WAH,RESTAURANTE,TERCERA,LOJA 26 Y MANABI,
14227,RESTAURANTE RODELU,RESTAURANTE,(1) Un tenedor,QUITO 16-31 PADRE SALCEDO,
14228,AEROBURGER,FUENTE DE SODA,SEGUNDA,AV. AMAZONAS N49-67 Y RÍO CURARAY,
14229,DELICATESSEN LAS GOLOSINAS,FUENTE DE SODA,TERCERA,PAMAMERICANA SUR KM 37,
14230,MARACANA DEL VALLE,RESTAURANTE,CUARTA,QUIMBALEMBO 270 Y QUIROGA,
14231,MINI MARKET ZIGARO,FUENTE DE SODA,SEGUNDA,AV SIMON BOLIVAR S/N ,
14232,PAN DE BONO ZIGARO,FUENTE DE SODA,TERCERA,AV SIMON BOLIVAR S14-173,
14233,MINI MARKET ZIGARO,CAFETERÍA,PRIMERA / 1 TAZA,Av. Simón Bolivar S-14173 y s/n,
14234,BUKYS,RESTAURANTE,SEGUNDA / 3 TENEDORES,García Moreno N6-75 y Olmedo,
14235,LAS POSADA DEL CHAGRA DE MAMÁ INES,RESTAURANTE,(1) Un tenedor,,www.laposadadelchagra.com
14236,LA POSADA DEL CHAGRA DE MAMA INES,RESTAURANTE,(3) Tres tenedores,panamericana sur km 37 el timbo,www.laposadadelchagra.com
14237,CAPRICORNIO-TAURO,HOSTAL,2 ESTRELLAS,Duchicela E8-211 y EPLICACHIMA,
14238,PIWY´S HELADERIA,FUENTE DE SODA,TERCERA,LOS PINOS Y GONZALO ZALDUMBIDE ESQ. C.C PASEO LOS PINOS L-4,
14239,FRITADAS CESYBEL,RESTAURANTE,SEGUNDA / 3 TENEDORES,Jerónimo Carriòn E4-38  y AMAZONAS,
